Title,Authors,Publication Year,Journal,PMID,PMCID,DOI,Link,Associated Data,Associated Data Repository(-ies)
Coordinate Regulation of Metabolite Glycosylation and Stress Hormone Biosynthesis by TT8 in Arabidopsis,"Amit Rai, Shivshankar Umashankar, Megha Rai, Lim Boon Kiat, Johanan Aow Shao Bing & Sanjay Swarup",2016,Plant Physiology,27432888,PMC4972274,10.1104/pp.16.00421,http://www.plantphysiol.org/content/171/4/2499.long,MTBLS193,MetaboLights
Structure annotation and quantification of wheat seed oxidized lipids by high resolution LC-MS/MS,"David Riewe, Janine Wiebach & Thomas Altmann",2017,Plant Physiology ,28801536,PMC5619882,10.1104/pp.17.00470,http://www.plantphysiol.org/content/early/2017/08/11/pp.17.00470,MSV000081200,GNPS
Phloem Metabolism and Function Have to Cope with Low Internal Oxygen,"Joost T. van Dongen, Ulrich Schurr, Michelle Pfister & Peter Geigenberger",2003,Plant Physiology ,12692313,PMC166912,10.1104/pp.102.017202,http://www.plantphysiol.org/content/131/4/1529,MEX20,MetaPhen
Differential response of gray poplar leaves and roots underpins stress adaptation during hypoxia.,"JŸrgen Kreuzwieser, Jost Hauberg, Katharine A. Howell, Adam Carroll, Heinz Rennenberg, A. Harvey Millar & James Whelan",2009,Plant Physiology ,19005089,PMC2613732,10.1104/pp.108.125989,http://www.plantphysiol.org/content/149/1/461,MEX3,MetaPhen
Mapping metabolic and transcript temporal switches during germination in rice highlights specific transcription factors and the role of RNA instability in the germination process.,"Katharine A. Howell, Reena Narsai, Adam Carroll, Aneta Ivanova, Marc Lohse, Bj_rn Usadel, A. Harvey Millar & James Whelan",2009,Plant Physiology ,19074628,PMC2633829,10.1104/pp.108.129874,http://www.plantphysiol.org/content/149/2/961.long,MEX4,MetaPhen
Defining core metabolic and transcriptomic responses to oxygen availability in rice embryos and young seedlings.,"Reena Narsai, Katharine A. Howell, Adam Carroll, Aneta Ivanova, A. Harvey Millar & James Whelan",2009,Plant Physiology ,19571305,PMC2736006,10.1104/pp.109.142026,http://www.plantphysiol.org/content/151/1/306,MEX7,MetaPhen
Defining core metabolic and transcriptomic responses to oxygen availability in rice embryos and young seedlings.,"Reena Narsai, Katharine A. Howell, Adam Carroll, Aneta Ivanova, A. Harvey Millar & James Whelan",2009,Plant Physiology ,19571305,PMC2736006,10.1104/pp.109.142026,http://www.plantphysiol.org/content/151/1/306,MEX8,MetaPhen
Defining core metabolic and transcriptomic responses to oxygen availability in rice embryos and young seedlings.,"Reena Narsai, Katharine A. Howell, Adam Carroll, Aneta Ivanova, A. Harvey Millar & James Whelan",2009,Plant Physiology ,19571305,PMC2736006,10.1104/pp.109.142026,http://www.plantphysiol.org/content/151/1/306,MEX9,MetaPhen
Glycolysis and the tricarboxylic acid cycle are linked by alanine aminotransferase during hypoxia induced by waterlogging of Lotus japonicus.,"Marcio Rocha, Francesco Licausi, Wagner L. Araœjo, Adriano Nunes-Nesi, Ladaslav Sodek, Alisdair R. Fernie & Joost T. van Dongen",2010,Plant Physiology ,20089769,PMC2832266,10.1104/pp.109.150045,http://www.plantphysiol.org/content/152/3/1501.short,MEX21,MetaPhen
Differential molecular responses of rice and wheat coleoptiles to anoxia reveal novel metabolic adaptations in amino acid metabolism for tissue tolerance.,"Rachel N. Shingaki-Wells, Shaobai Huang, Nicolas L. Taylor, Adam J. Carroll, Wenxu Zhou & A. Harvey Millar",2011,Plant Physiology ,21622811,PMC3149938,10.1104/pp.111.175570,http://www.plantphysiol.org/content/156/4/1706.long,MEX12,MetaPhen
Exploring the Temperature-Stress Metabolome of Arabidopsis,"Fatma Kaplan, Joachim Kopka, Dale W. Haskell, Wei Zhao, K. Cameron Schiller, Nicole Gatzke, Dong Yul Sung & Charles L. Guy",2004,Plant Physiology ,15557093,PMC535846,10.1104/pp.104.052142,http://www.plantphysiol.org/content/136/4/4159,MEX68,MetaPhen
Exploring the Temperature-Stress Metabolome of Arabidopsis,"Fatma Kaplan, Joachim Kopka, Dale W. Haskell, Wei Zhao, K. Cameron Schiller, Nicole Gatzke, Dong Yul Sung & Charles L. Guy",2004,Plant Physiology ,15557093,PMC535846,10.1104/pp.104.052142,http://www.plantphysiol.org/content/136/4/4159,MEX69,MetaPhen
"Systems Rebalancing of Metabolism in Response to Sulfur Deprivation, as Revealed by Metabolome Analysis of Arabidopsis Plants","Victoria J. Nikiforova, Joachim Kopka, Vladimir Tolstikov, Oliver Fiehn, Laura Hopkins, Malcolm J. Hawkesford, Holger Hesse & Rainer Hoefgen",2005,Plant Physiology ,15834012,PMC1104185,10.1104/pp.104.053793,http://www.plantphysiol.org/content/138/1/304,MEX90,MetaPhen
The Metabolic Response of Heterotrophic Arabidopsis Cells to Oxidative Stress,"Charles J. Baxter, Henning Redestig, Nicolas Schauer, Dirk Repsilber, Kiran R. Patil, Jens Nielsen, Joachim Selbig, Junli Liu, Alisdair R. Fernie & Lee J. Sweetlove",2007,Plant Physiology ,17122072,PMC1761969,10.1104/pp.106.090431,http://www.plantphysiol.org/content/143/1/312,MEX45,MetaPhen
AtMyb41 Regulates Transcriptional and Metabolic Responses to Osmotic Stress in Arabidopsis,"Felix Lippold, Diego H. Sanchez, Magdalena Musialak, Armin Schlereth, Wolf-Ruediger Scheible, Dirk K. Hincha & Michael K. Udvardi",2009,Plant Physiology ,19211694,PMC2663747,10.1104/pp.108.134874,http://www.plantphysiol.org/content/149/4/1761.full,MEX77,MetaPhen
Remodeled Respiration in ndufs4 with Low Phosphorylation Efficiency Suppresses Arabidopsis Germination and Growth and Alters Control of Metabolism at Night,"Etienne H. Meyer, Tiago Tomaz, Adam J. Carroll, Gonzalo Estavillo, Etienne Delannoy, Sandra K. Tanz, Ian D. Small, Barry J. Pogson & A. Harvey Millar",2009,Plant Physiology ,19675153,PMC2754622,10.1104/pp.109.141770,http://www.plantphysiol.org/content/151/2/603,MEX10,MetaPhen
Remodeled Respiration in ndufs4 with Low Phosphorylation Efficiency Suppresses Arabidopsis Germination and Growth and Alters Control of Metabolism at Night,"Etienne H. Meyer, Tiago Tomaz, Adam J. Carroll, Gonzalo Estavillo, Etienne Delannoy, Sandra K. Tanz, Ian D. Small, Barry J. Pogson & A. Harvey Millar",2009,Plant Physiology ,19675153,PMC2754622,10.1104/pp.109.141770,http://www.plantphysiol.org/content/151/2/603,MEX11,MetaPhen
Developmental Stage Specificity and the Role of Mitochondrial Metabolism in the Response of Arabidopsis Leaves to Prolonged Mild Osmotic Stress,"Aleksandra Skirycz, Stefanie De Bodt, Toshihiro Obata, Inge De Clercq, Hannes Claeys, Riet De Rycke, Megan Andriankaja, Olivier Van Aken, Frank Van Breusegem, Alisdair R. Fernie & Dirk Inz_",2010,Plant Physiology ,19906889,PMC2799359,10.1104/pp.109.148965,http://www.plantphysiol.org/content/152/1/226,MEX97,MetaPhen
The absence of ALTERNATIVE OXIDASE1a in Arabidopsis results in acute sensitivity to combined light and drought stress.,"Estelle Giraud, Lois H.M. Ho, Rachel Clifton, Adam Carroll, Gonzalo Estavillo, Yew-Foon Tan, Katharine A. Howell, Aneta Ivanova, Barry J. Pogson, A. Harvey Millar & James Whelan",2008,Plant Physiology ,18424626,PMC2409015,10.1104/pp.107.115121,http://www.plantphysiol.org/content/147/2/595.long,MEX1,MetaPhen
Complex I dysfunction redirects cellular and mitochondrial metabolism in Arabidopsis.,"Marie Garmier, Adam J. Carroll, Etienne Delannoy, Corinne Vallet, David A. Day, Ian D. Small & A. Harvey Millar",2008,Plant Physiology ,18784283,PMC2577250,10.1104/pp.108.125880,http://www.plantphysiol.org/content/148/3/1324.long,MEX2,MetaPhen
Metabolic pathways involved in cold acclimation identified by integrated analysis of metabolites and transcripts regulated by DREB1A and DREB2A.,"Kyonoshin Maruyama, Migiwa Takeda, Satoshi Kidokoro, Kohji Yamada, Yoh Sakuma, Kaoru Urano, Miki Fujita, Kyouko Yoshiwara, Satoko Matsukura, Yoshihiko Morishita, Ryosuke Sasaki, Hideyuki Suzuki, Kazuki Saito, Daisuke Shibata, Kazuo Shinozaki & Kazuko Yamaguchi-Shinozaki",2009,Plant Physiology ,19502356,PMC2719109,10.1104/pp.109.135327,http://www.plantphysiol.org/content/150/4/1972.long,MEX86,MetaPhen
Mitochondrial malate dehydrogenase lowers leaf respiration and alters photorespiration and plant growth in Arabidopsis.,"Tiago Tomaz, Matthieu Bagard, Itsara Pracharoenwattana, Pernilla Lind_n, Chun Pong Lee, Adam J. Carroll, Elke Str_her, Steven M. Smith, Per Gardestr_m & A. Harvey Millar",2010,Plant Physiology ,20876337,PMC2971595,10.1104/pp.110.161612,http://www.plantphysiol.org/content/154/3/1143.long,MEX27,MetaPhen
Mitochondrial malate dehydrogenase lowers leaf respiration and alters photorespiration and plant growth in Arabidopsis.,"Tiago Tomaz, Matthieu Bagard, Itsara Pracharoenwattana, Pernilla Lind_n, Chun Pong Lee, Adam J. Carroll, Elke Str_her, Steven M. Smith, Per Gardestr_m & A. Harvey Millar",2010,Plant Physiology ,20876337,PMC2971595,10.1104/pp.110.161612,http://www.plantphysiol.org/content/154/3/1143.long,MEX28,MetaPhen
Metabolomic Characterization of Knockout Mutants in Arabidopsis: Development of a Metabolite Profiling Database for Knockout Mutants in Arabidopsis.,"Atsushi Fukushima, Miyako Kusano, Ramon Francisco Mejia, Mami Iwasa, Makoto Kobayashi, Naomi Hayashi, Akiko Watanabe-Takahashi, Tomoko Narisawa, Takayuki Tohge, Manhoi Hur, Eve Syrkin Wurtele, Basil J. Nikolau & Kazuki Saito",2014,Plant Physiology ,24828308,PMC4081348,10.1104/pp.114.240986,http://www.plantphysiol.org/content/165/3/948.long,MEX115,MetaPhen
Transcriptional and Metabolic Adjustments in ADP-Glucose Pyrophosphorylase-Deficient bt2 Maize Kernels,"Magalie Cossegal, Pierre Chambrier, Sylvie Mbelo, Sandrine Balzergue, Marie-Laure Martin-Magniette, Annick Moing, Catherine Deborde, Virginie Guyon, Pascual Perez & Peter Rogowsky",2008,Plant Physiology ,18287491,PMC2287333,10.1104/pp.107.112698,http://www.plantphysiol.org/content/146/4/1553,M06001,MeRy-B
Gene and Metabolite Regulatory Network Analysis of Early Developing Fruit Tissues Highlights New Candidate Genes for the Control of Tomato Fruit Composition and Development,"Fabien Mounet, Annick Moing, Virginie Garcia, Johann Petit, Michael Maucourt, Catherine Deborde, St_phane Bernillon, Gw_na‘lle Le Gall, Ian Colquhoun, Marianne Defernez, Jean-Luc Giraudel, Dominique Rolin, Christophe Rothan & Martine Lemaire-Chamley",2009,Plant Physiology ,19144766,PMC2649409,10.1104/pp.108.133967,http://www.plantphysiol.org/content/149/3/1505,T06003,MeRy-B
Maturation of nematode-induced galls in Medicago truncatula is related to water status and primary metabolism modifications,"Fabien Baldacci-Cresp, Micka‘l Maucourt, Catherine Deborde, Olivier Pierre, Annick Moing, Renaud Brouquisse, Bruno Favery & Pierre Frendo",2015,Plant Science,25617326,NA,10.1016/j.plantsci.2014.12.019,http://www.sciencedirect.com/science/article/pii/S0168945214003069?via%3Dihub,MT10002,MeRy-B
Mining for robust transcriptional and metabolic responses to long-term salt stress: a case study on the model legume Lotus japonicus,"Diego H. Sanchez, Jedrzej Szymanski, Alexander Erban, Michael K. Udvardi & Joachim Kopka",2010,"Plant, Cell & Environment",19781009,NA,10.1111/j.1365-3040.2009.02047.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2009.02047.x/abstract,MTBLS43,MetaboLights
Mining for robust transcriptional and metabolic responses to long-term salt stress: a case study on the model legume Lotus japonicus,"Diego H. Sanchez, Jedrzej Szymanski, Alexander Erban, Michael K. Udvardi & Joachim Kopka",2010,"Plant, Cell & Environment",19781009,NA,10.1111/j.1365-3040.2009.02047.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2009.02047.x/abstract,MTBLS44,MetaboLights
Mining for robust transcriptional and metabolic responses to long-term salt stress: a case study on the model legume Lotus japonicus,"Diego H. Sanchez, Jedrzej Szymanski, Alexander Erban, Michael K. Udvardi & Joachim Kopka",2010,"Plant, Cell & Environment",19781009,NA,10.1111/j.1365-3040.2009.02047.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2009.02047.x/abstract,MTBLS54,MetaboLights
Comparative ionomics and metabolomics in extremophile and glycophytic Lotus species under salt stress challenge the metabolic pre-adaptation hypothesis,"Diego H. Sanchez, Fernando L. Pieckenstain, Francisco Escaray, Alexander Erban, Ute Kraemer, Michael K. Udvardi & Joachim Kopka",2011,"Plant, Cell & Environment",21251019,NA,10.1111/j.1365-3040.2010.02266.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2010.02266.x/abstract,MTBLS14,MetaboLights
Comparative ionomics and metabolomics in extremophile and glycophytic Lotus species under salt stress challenge the metabolic pre-adaptation hypothesis,"Diego H. Sanchez, Fernando L. Pieckenstain, Francisco Escaray, Alexander Erban, Ute Kraemer, Michael K. Udvardi & Joachim Kopka",2011,"Plant, Cell & Environment",21251019,NA,10.1111/j.1365-3040.2010.02266.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2010.02266.x/abstract,MTBLS15,MetaboLights
Comparative ionomics and metabolomics in extremophile and glycophytic Lotus species under salt stress challenge the metabolic pre-adaptation hypothesis,"Diego H. Sanchez, Fernando L. Pieckenstain, Francisco Escaray, Alexander Erban, Ute Kraemer, Michael K. Udvardi & Joachim Kopka",2011,"Plant, Cell & Environment",21251019,NA,10.1111/j.1365-3040.2010.02266.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2010.02266.x/abstract,MTBLS16,MetaboLights
Changes to the proteome and targeted metabolites of xylem sap in Brassica oleracea in response to salt stress.,"N. Fernandez-Garcia, M. Hernandez, J. Casado-Vela, R. Bru, F. Elortza, P. Hedden, E. Olmos",2011,"Plant, Cell & Environment",21276013,NA,10.1111/j.1365-3040.2011.02285.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2011.02285.x/abstract,MEX49,MetaPhen
Integrative analysis of metabolite and transcript abundance during the short-term response to saline and oxidative stress in the brown alga Ectocarpus siliculosus.,"Simon M. Dittami, Antoine Gravot, David Renault, Sophie Goulitquer, Anja Eggert, Alain Bouchereau, Catherine Boyen & Thierry Tonon",2011,"Plant, Cell & Environment",21281312,NA,10.1111/j.1365-3040.2010.02268.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2010.02268.x/abstract,MEX46,MetaPhen
Metabolome and water status phenotyping of Arabidopsis under abiotic stress cues reveals new insight into ESK1 function.,"Raphael Lugan, Marie-Françoise Niogret, Lucie Kervazo, François Robert Larher, Joachim Kopka & Alain Bouchereau",2008,"Plant, Cell & Environment",19054354,NA,10.1111/j.1365-3040.2008.01898.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2008.01898.x/full,MEX82,MetaPhen
Photosynthesis and metabolism interact during acclimation of Arabidopsis thaliana to high irradiance and sulphur depletion.,"Cristi‡n Wulff-Zottele, Nicole Gatze, Joachim Kopka, Ariel Orellana, Rainer Hoefgen, Joachim Fisahn & Holger Hesse",2010,"Plant, Cell & Environment",20573050,NA,10.1111/j.1365-3040.2010.02199.x,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-3040.2010.02199.x/full,MEX106,MetaPhen
Metabolic and structural rearrangement during dark-induced autophagy in soybean (Glycine max L.) nodules: an electron microscopy and 31P and 13C nuclear magnetic resonance study.,"Pierre Vauclare, Richard Bligny, Elisabeth Gout, Valentine De Meuron & François Widmer",2010,Planta,20358222,NA,10.1007/s00425-010-1148-3,https://link.springer.com/article/10.1007%2Fs00425-010-1148-3,MEX103,MetaPhen
Discovery of Unique Lanthionine Synthetases Reveals New Mechanistic and Evolutionary Insights,"Yuki Goto, Bo Li, Jan Claesen, Yanxiang Shi, Mervyn J. Bibb & Wilfred A. van der Donk",2010,PLoS Biology,20351769,PMC2843593,10.1371/journal.pbio.1000339,http://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000339,MSV000079630,GNPS
Large-scale Metabolomic Profiling Identifies Novel Biomarkers for Incident Coronary Heart Disease,"Andrea Ganna, Samira Salihovic, Johan Sundstr_m, Corey D. Broeckling, Åsa K. Hedman, Patrik K. E. Magnusson, Nancy L. Pedersen, Anders Larsson, Agneta Siegbahn, Mihkel Zilmer, Jessica Prenni, Johan €rnl_v, Lars Lind, Tove Fall & Erik Ingelsson",2014,PLoS Genetics,25502724,PMC4263376,10.1371/journal.pgen.1004801,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004801,MTBLS90,MetaboLights
Large-scale Metabolomic Profiling Identifies Novel Biomarkers for Incident Coronary Heart Disease,"Andrea Ganna, Samira Salihovic, Johan Sundstr_m, Corey D. Broeckling, Åsa K. Hedman, Patrik K. E. Magnusson, Nancy L. Pedersen, Anders Larsson, Agneta Siegbahn, Mihkel Zilmer, Jessica Prenni, Johan €rnl_v, Lars Lind, Tove Fall & Erik Ingelsson",2014,PLoS Genetics,25502724,PMC4263376,10.1371/journal.pgen.1004801,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004801,MTBLS93,MetaboLights
Large-scale Metabolomic Profiling Identifies Novel Biomarkers for Incident Coronary Heart Disease,"Andrea Ganna, Samira Salihovic, Johan Sundstr_m, Corey D. Broeckling, Åsa K. Hedman, Patrik K. E. Magnusson, Nancy L. Pedersen, Anders Larsson, Agneta Siegbahn, Mihkel Zilmer, Jessica Prenni, Johan €rnl_v, Lars Lind, Tove Fall & Erik Ingelsson",2014,PLoS Genetics,25502724,PMC4263376,10.1371/journal.pgen.1004801,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1004801,MTBLS124,MetaboLights
Untargeted Metabolomics Reveals a Lack Of Synergy between Nifurtimox and Eflornithine against Trypanosoma brucei,"Isabel M. Vincent, Darren J. Creek, Karl Burgess, Debra J. Woods, Richard J. S. Burchmore & Michael P. Barrett",2012,PLoS Neglected Tropical Diseases,22563508,PMC3341325,10.1371/journal.pntd.0001618,http://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0001618,MTBLS459,MetaboLights
Towards Improving Point-of-Care Diagnosis of Non-malaria Febrile Illness: A Metabolomics Approach,"Saskia Decuypere, Jessica Maltha, Stijn Deborggraeve, Nicholas J. W. Rattray, Guiraud Issa, Kabor_ B_renger, Palpouguini Lompo, Marc C. Tahita, Thusitha Ruspasinghe, Malcolm McConville, Royston Goodacre, Halidou Tinto, Jan Jacobs & Jonathan R. Carapetis",2016,PLoS Neglected Tropical Diseases,26943791,PMC4778767,10.1371/journal.pntd.0004480,http://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0004480,MTBLS315,MetaboLights
Comparative Functional Genomics of Salt Stress in Related Model and Cultivated Plants Identifies and Overcomes Limitations to Translational Genomics,"Diego H. Sanchez, Fernando L. Pieckenstain, Jedrzey Szymanski, Alexander Erban, Mariusz Bromke, Matthew A. Hannah, Ute Kraemer, Joachim Kopka & Michael K. Udvardi",2011,PLoS One,21347266,PMC3038935,10.1371/journal.pone.0017094,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0017094,MTBLS14,MetaboLights
Comparative Functional Genomics of Salt Stress in Related Model and Cultivated Plants Identifies and Overcomes Limitations to Translational Genomics,"Diego H. Sanchez, Fernando L. Pieckenstain, Jedrzey Szymanski, Alexander Erban, Mariusz Bromke, Matthew A. Hannah, Ute Kraemer, Joachim Kopka & Michael K. Udvardi",2011,PLoS One,21347266,PMC3038935,10.1371/journal.pone.0017094,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0017094,MTBLS15,MetaboLights
